,lr_pair,pathway,X_DARK_score,X_PALE_score,X_PALE2WEAK_score,X_WEAK2STRONG_score
ULBP1_KLRK1,ULBP1_KLRK1,MHC-I,3.05E-05,0,0,0
H2-AA_CD4,H2-AA_CD4,MHC-II,3.05E-05,9.41E-05,0.000186719,6.42E-05
H2-AB1_CD4,H2-AB1_CD4,MHC-II,0.000121897,0.001505845,0.0001556,0.000106984
H2-EB1_CD4,H2-EB1_CD4,MHC-II,7.62E-05,0,9.34E-05,8.56E-05
H2-DMA_CD4,H2-DMA_CD4,MHC-II,0.000137134,0.001505845,0.000591278,6.42E-05
H2-DMB1_CD4,H2-DMB1_CD4,MHC-II,3.05E-05,0,0.000217839,2.14E-05
H2-DMB2_CD4,H2-DMB2_CD4,MHC-II,0,0,0,0
H2-OB_CD4,H2-OB_CD4,MHC-II,0,0,0,0
MPZ_MPZL1,MPZ_MPZL1,MPZ,0.000293091,0,0.000577713,0
MPZ_MPZ,MPZ_MPZ,MPZ,1.17E-05,0,0.000461213,0
MPZL1_MPZL1,MPZL1_MPZL1,MPZ,0.050704763,0.021076877,0.034373935,0.022154228
NCAM1_FGFR1,NCAM1_FGFR1,NCAM,0.000161335,0,0.005218569,0.005353475
NCAM1_NCAM1,NCAM1_NCAM1,NCAM,0.000849695,0,0.01771441,0.056128038
NCAM1_NCAM2,NCAM1_NCAM2,NCAM,7.53E-05,0,0.000766029,0.00073177
NCAM1_L1CAM,NCAM1_L1CAM,NCAM,3.59E-06,0,4.79E-05,3.85E-05
NCAM2_L1CAM,NCAM2_L1CAM,NCAM,5.38E-06,6.19E-06,0,0
NECTIN1_CADM3,NECTIN1_CADM3,NECTIN,0,0,7.98E-06,0
NECTIN1_CD96,NECTIN1_CD96,NECTIN,0.001349832,0.002080444,0.000555371,0
NECTIN1_NECTIN4,NECTIN1_NECTIN4,NECTIN,0.002973934,0.016990291,0.001056481,0
NECTIN3_NECTIN1,NECTIN3_NECTIN1,NECTIN,0.004723517,0.01220527,0.004351202,0.000659021
NECTIN3_NECTIN2,NECTIN3_NECTIN2,NECTIN,0.008792733,0.018429265,0.008687243,0.001318042
NECTIN3_PVR,NECTIN3_PVR,NECTIN,0.000286817,0.000346741,0.000409347,0.000128381
NECTIN3_TIGIT,NECTIN3_TIGIT,NECTIN,0.000215113,0.000918863,0.001364488,0.000564875
NECTIN2_CD226,NECTIN2_CD226,NECTIN,0.000109349,0.00030216,0.000153206,3.42E-05
NECTIN2_TIGIT,NECTIN2_TIGIT,NECTIN,0.001312188,0.008007232,0.006894257,0.0022595
NECTIN1_NECTIN3,NECTIN1_NECTIN3,NECTIN,0.008574932,0.016752526,0.002829518,0
NEGR1_NEGR1,NEGR1_NEGR1,NEGR,0.010215167,0.002957202,0.00911574,0.012174769
LRRC4C_NTNG1,LRRC4C_NTNG1,NGL,0.000600523,0,0,0.000787402
LRRC4_NTNG2,LRRC4_NTNG2,NGL,0.003006201,0.007764514,0.008115115,0.005830623
LRRC4B_PTPRF,LRRC4B_PTPRF,NGL,0,0,0,0.000472869
ULBP1_KLRK1_HCST,ULBP1_KLRK1_HCST,NKG2D,1.79E-06,0,0,0
DLK1_NOTCH1,DLK1_NOTCH1,NOTCH,0,0,0,0
DLK1_NOTCH2,DLK1_NOTCH2,NOTCH,0,0,0,0
DLK1_NOTCH3,DLK1_NOTCH3,NOTCH,0,0,0,0
DLK1_NOTCH4,DLK1_NOTCH4,NOTCH,0,0,0,0
DLL1_NOTCH1,DLL1_NOTCH1,NOTCH,0,0,0,0
DLL1_NOTCH3,DLL1_NOTCH3,NOTCH,0,0,0,0
DLL1_NOTCH4,DLL1_NOTCH4,NOTCH,0,0,0,0
DLL3_NOTCH1,DLL3_NOTCH1,NOTCH,0.000179261,9.66E-05,0.000344713,9.63E-05
DLL3_NOTCH2,DLL3_NOTCH2,NOTCH,0.000487589,0.000265009,0.000840238,0.000577713
DLL3_NOTCH3,DLL3_NOTCH3,NOTCH,5.02E-05,8.17E-05,0.000344713,0.000121962
DLL3_NOTCH4,DLL3_NOTCH4,NOTCH,0.000100386,9.91E-05,0.002111366,0.001668949
DLL4_NOTCH1,DLL4_NOTCH1,NOTCH,0,0,3.83E-05,0
DLL4_NOTCH2,DLL4_NOTCH2,NOTCH,0,0,9.34E-05,0
DLL4_NOTCH3,DLL4_NOTCH3,NOTCH,0,0,3.83E-05,0
DLL4_NOTCH4,DLL4_NOTCH4,NOTCH,0,0,0.000234596,0
JAG1_NOTCH1,JAG1_NOTCH1,NOTCH,0.000134445,4.83E-05,0.000114904,0
JAG1_NOTCH2,JAG1_NOTCH2,NOTCH,0.000365692,0.000132504,0.000280079,0
JAG1_NOTCH3,JAG1_NOTCH3,NOTCH,3.76E-05,4.09E-05,0.000114904,0
JAG1_NOTCH4,JAG1_NOTCH4,NOTCH,7.53E-05,4.95E-05,0.000703789,0
JAG2_NOTCH1,JAG2_NOTCH1,NOTCH,0.000179261,4.83E-05,0,0
JAG2_NOTCH2,JAG2_NOTCH2,NOTCH,0.000487589,0.000132504,0,0
JAG2_NOTCH3,JAG2_NOTCH3,NOTCH,5.02E-05,4.09E-05,0,0
JAG2_NOTCH4,JAG2_NOTCH4,NOTCH,0.000100386,4.95E-05,0,0
DLL1_NOTCH2,DLL1_NOTCH2,NOTCH,0,0,0,0
NRXN1_NLGN1,NRXN1_NLGN1,NRXN,0.049239308,0.001939271,0.002332397,0.006470387
NRXN1_NLGN2,NRXN1_NLGN2,NRXN,0.002308877,0.001292847,0.001151437,0.000688976
NRXN1_NLGN3,NRXN1_NLGN3,NRXN,0.000803088,0.000430949,0.000472384,0.000209688
NRXN2_NLGN1,NRXN2_NLGN1,NRXN,0,0.000133743,0.000315189,0
NRXN2_NLGN2,NRXN2_NLGN2,NRXN,0,8.92E-05,0.0001556,0
NRXN2_NLGN3,NRXN2_NLGN3,NRXN,0,2.97E-05,6.38E-05,0
NRXN3_NLGN1,NRXN3_NLGN1,NRXN,0.014068374,0.000401228,0.001323793,0.002773023
NRXN3_NLGN2,NRXN3_NLGN2,NRXN,0.000659679,0.000267486,0.000653518,0.000295276
NRXN3_NLGN3,NRXN3_NLGN3,NRXN,0.000229454,8.92E-05,0.00026811,8.99E-05
OCLN_OCLN,OCLN_OCLN,OCLN,0.000564671,0.002440806,0.003455906,0.000342349
PECAM1_PECAM1,PECAM1_PECAM1,PECAM1,0.00024738,4.71E-05,6.62E-05,0
PTPRM_PTPRM,PTPRM_PTPRM,PTPRM,0.029775189,0.066492471,0.037509865,0.038608353
PVR_CD226,PVR_CD226,PVR,1.61E-05,2.48E-05,3.99E-05,3.21E-05
PVR_TIGIT,PVR_TIGIT,PVR,0.000193601,0.00065633,0.001795379,0.002118281
SELE_CD44,SELE_CD44,SELE,0,0,2.31E-05,0
SELE_GLG1,SELE_GLG1,SELE,0,0,0.0007381,0
SELL_CD34,SELL_CD34,SELL,0,5.32E-05,0.0001165,0.000648322
SELL_PODXL,SELL_PODXL,SELL,0,1.36E-05,5.27E-05,2.14E-05
SELL_MADCAM1,SELL_MADCAM1,SELL,0,2.48E-06,9.58E-06,0
SELPLG_SELE,SELPLG_SELE,SELPLG,3.59E-05,6.19E-05,0.000132459,0
SELPLG_SELL,SELPLG_SELL,SELPLG,2.24E-05,0.000179562,0.000110117,0
SELPLG_SELP,SELPLG_SELP,SELPLG,3.50E-05,9.29E-05,4.47E-05,0
SEMA4A_NRP1_PLXNA1,SEMA4A_NRP1_PLXNA1,SEMA4,0.000129964,0.000346741,0.000179538,0.000126241
SEMA4A_NRP1_PLXNA2,SEMA4A_NRP1_PLXNA2,SEMA4,0.000129964,0.000346741,0.000179538,0.000126241
SEMA4A_NRP1_PLXNA3,SEMA4A_NRP1_PLXNA3,SEMA4,6.27E-05,6.93E-05,8.38E-05,1.28E-05
SEMA4A_NRP1_PLXNA4,SEMA4A_NRP1_PLXNA4,SEMA4,0.000129964,0.000346741,0.000179538,0.000126241
SEMA4A_PLXNB1,SEMA4A_PLXNB1,SEMA4,0.000551226,0.001473648,0.000510686,0.000128381
SEMA4A_PLXNB2,SEMA4A_PLXNB2,SEMA4,0.002496204,0.003207351,0.001723564,0.001039884
SEMA4A_PLXNB3,SEMA4A_PLXNB3,SEMA4,8.96E-06,4.33E-05,1.99E-05,2.14E-06
SEMA4D_PLXNB1,SEMA4D_PLXNB1,SEMA4,0.000551226,0.000421042,0.000306411,0.000770284
SEMA4D_PLXNB2,SEMA4D_PLXNB2,SEMA4,0.002496204,0.000916386,0.001034139,0.006239302
SEMA4D_PLXNB3,SEMA4D_PLXNB3,SEMA4,8.96E-06,1.24E-05,1.20E-05,1.28E-05
SEMA4C_PLXNB2,SEMA4C_PLXNB2,SEMA4,0,0.001374579,0.000689426,0.001039884
SEMA4G_PLXNB2,SEMA4G_PLXNB2,SEMA4,0.000499241,0.000458193,0,0.001039884
SEMA4A_TIMD2,SEMA4A_TIMD2,SEMA4,6.27E-05,6.93E-05,3.19E-05,1.28E-05
SEMA4D_CD72,SEMA4D_CD72,SEMA4,0.00153716,0.000423519,0.000335137,0.001514892
SEMA5A_PLXNA1,SEMA5A_PLXNA1,SEMA5,0.027265541,0.027157222,0.015473777,0.008391818
SEMA5B_PLXNA1,SEMA5B_PLXNA1,SEMA5,0.102245777,0.25016594,0.121492128,0.028975522
SEMA5A_PLXNA3,SEMA5A_PLXNA3,SEMA5,0.001957526,0.000842084,0.001692444,0.000680418
SEMA5B_PLXNA3,SEMA5B_PLXNA3,SEMA5,0.007340722,0.007757083,0.013288201,0.002349367
SEMA5A_PLXNB3,SEMA5A_PLXNB3,SEMA5,0.000279647,0.000526303,0.000402963,0.000113403
SEMA6D_PLXNA1_KDR,SEMA6D_PLXNA1_KDR,SEMA6,4.03E-05,0.000190707,0.000395781,0.000273879
SEMA6D_PLXNA1_TREM2,SEMA6D_PLXNA1_TREM2,SEMA6,5.38E-06,1.73E-05,3.83E-05,8.56E-06
SEMA6D_PLXNA1,SEMA6D_PLXNA1,SEMA6,0.000524337,0.002236477,0.001225646,0.000633345
SEMA6A_PLXNA2,SEMA6A_PLXNA2,SEMA6,0.009708755,0.098434714,0.083597653,0.008766262
SEMA6B_PLXNA2,SEMA6B_PLXNA2,SEMA6,0.021844699,0.002139885,0,0
SEMA6A_PLXNA4,SEMA6A_PLXNA4,SEMA6,0.001140098,0.006323063,0.019193803,0.010184868
SEMA6B_PLXNA4,SEMA6B_PLXNA4,SEMA6,0.002565219,0.000137458,0,0
SEMA7A_ITGB1_ITGA1,SEMA7A_ITGB1_ITGA1,SEMA7,0.004302255,0.010649891,0.019220135,0.009585758
SEMA7A_PLXNC1,SEMA7A_PLXNC1,SEMA7,0.003671258,0.009349614,0.007528624,0.003915611
SIGLEC1_SPN,SIGLEC1_SPN,SN,0,1.24E-06,0,0
THY1_ITGAM_ITGB2,THY1_ITGAM_ITGB2,THY1,0,0,4.79E-06,8.56E-06
THY1_ITGAX_ITGB2,THY1_ITGAX_ITGB2,THY1,0,0,4.79E-06,8.56E-06
THY1_ITGAV_ITGB3,THY1_ITGAV_ITGB3,THY1,0,0,9.89E-05,0.000149777
TIGIT_NECTIN2,TIGIT_NECTIN2,TIGIT,0.000879273,0.002632752,0,0.00032951
TIGIT_PVR,TIGIT_PVR,TIGIT,2.87E-05,4.95E-05,0,3.21E-05
ITGA4_ITGB1_VCAM1,ITGA4_ITGB1_VCAM1,VCAM,7.35E-05,0,0.000109319,0.000177593
ITGA9_ITGB1_VCAM1,ITGA9_ITGB1_VCAM1,VCAM,0.000440981,0.000485437,0.001202505,0
ITGA4_ITGB7_VCAM1,ITGA4_ITGB7_VCAM1,VCAM,9.86E-06,0,1.12E-05,1.71E-05
VSIR_IGSF11,VSIR_IGSF11,VISTA,0.028790152,0.005529275,0.015586287,0.025445053
